Transaction ID,Date,Customer,Item,Amount,Currency,Transaction Type,Payment Method,Status
e65b6e96-9dba-44a2-a463-70e2513b0d72,2024-05-06,Customer 35,Item 44,1967.08,CAD,Invoice,Credit Card,Paid
0fc8dee9-d86a-4bdb-bcc3-4e87d6d92043,2023-04-19,Customer 47,Item 17,4151.29,EUR,Invoice,Credit Card,Paid
6e9d08fc-ba35-45e3-8f90-7ec7b2d05b17,2024-03-20,Customer 71,Item 43,3840.95,EUR,Invoice,Bank Transfer,Paid
f3937434-516c-4cae-b797-ea4f7b6f4b6f,2024-03-08,Customer 40,Item 38,2374.75,GBP,Refund,PayPal,Refunded
88edcea0-5c4d-402f-888f-d78ff1cef591,2024-05-30,Customer 14,Item 6,1966.71,EUR,Invoice,Credit Card,Paid
55cf974e-6178-424f-a671-37d6b91fa456,2023-10-29,Customer 57,Item 25,3815.82,GBP,Invoice,PayPal,Paid
a56f910e-ad41-42c6-9d36-5f2421c0c603,2024-10-22,Customer 26,Item 35,4447.75,GBP,Credit Memo,Check,Refunded
fe88384a-0026-4187-a27d-520ea7500f53,2023-05-11,Customer 13,Item 12,50.7,USD,Invoice,Credit Card,Paid
a9b72c72-b1f7-42d9-943a-3578cd1bdb5a,2024-07-08,Customer 51,Item 48,2623.61,EUR,Invoice,Check,Paid
86ef1683-dc48-4db6-a861-0f7c91d82f2c,2024-07-01,Customer 75,Item 5,3537.87,USD,Invoice,PayPal,Paid
a355421b-744b-4513-b0a8-c994a08c92c2,2023-07-20,Customer 55,Item 46,799.57,GBP,Invoice,PayPal,Paid
251c3dfb-751e-4131-bb64-7fb2b11760fd,2024-06-18,Customer 85,Item 20,965.0,AUD,Credit Memo,Check,Refunded
9bf8ecdd-9f06-4695-b806-c2f6332e6a0d,2024-04-08,Customer 55,Item 41,3245.11,CAD,Credit Memo,Bank Transfer,Cancelled
c4d6fb8d-c790-4ada-b485-2f5c6aae1792,2023-01-23,Customer 9,Item 9,1573.86,EUR,Invoice,Bank Transfer,Paid
941a5909-1a56-4d77-a5d0-402bc41b8221,2024-06-09,Customer 37,Item 28,775.02,CAD,Invoice,PayPal,Paid
36917b7c-fa50-42f4-819f-3e9d1efd2041,2024-12-16,Customer 72,Item 2,4408.14,EUR,Invoice,Bank Transfer,Paid
6675e8c5-7d08-42ea-9c93-5cb19b455450,2024-09-14,Customer 2,Item 39,708.8,AUD,Credit Memo,Credit Card,Cancelled
fa902d73-5f99-4a29-a09b-e56c5a335a6d,2024-02-17,Customer 92,Item 42,1117.29,GBP,Invoice,Check,Paid
b8d94433-1b3d-4165-8d2a-eaa10ead8f17,2023-05-05,Customer 17,Item 4,4765.04,CAD,Credit Memo,PayPal,Cancelled
0a48af0e-5579-4e1b-bba0-a14d79396727,2023-10-04,Customer 50,Item 47,2487.87,AUD,Refund,Credit Card,Refunded
90c43de1-7e45-48f0-8c2a-f6e637168ada,2024-06-30,Customer 73,Item 16,3390.72,EUR,Invoice,Check,Paid
df361dac-35eb-4d58-b9c1-5ca7c0022643,2024-01-09,Customer 93,Item 45,1237.45,EUR,Invoice,PayPal,Paid
33b4de26-df02-4227-abd2-eb40dbadfaf5,2024-01-02,Customer 47,Item 27,2891.53,EUR,Invoice,Bank Transfer,Paid
00a4f0df-abdd-49cf-8717-0457fd4d52e0,2024-01-11,Customer 41,Item 35,3016.05,EUR,Credit Memo,Check,Pending
5ea35195-1e96-4d31-8e79-1f2a202e1b2e,2023-10-14,Customer 1,Item 18,4547.78,AUD,Invoice,Credit Card,Paid
03d1845a-ccab-4f15-a641-17205e0be50d,2024-12-23,Customer 39,Item 14,4300.48,EUR,Invoice,Credit Card,Paid
ea1a9d05-4be9-4c79-abc2-9eff5bc87af3,2023-06-05,Customer 22,Item 39,513.63,USD,Invoice,Bank Transfer,Paid
872cb292-f172-4c68-9519-ba791af5f499,2024-05-31,Customer 48,Item 2,4311.11,CAD,Credit Memo,Credit Card,Cancelled
35765505-b6e7-4f98-abf3-9abe96f602b8,2023-09-17,Customer 89,Item 11,3113.44,EUR,Invoice,Bank Transfer,Paid
dbc1b15f-4bb8-4811-a742-1e2b1ee135dd,2024-10-23,Customer 58,Item 16,379.25,GBP,Refund,Check,Refunded
a2b87438-ad58-4e75-be26-cafad9587861,2024-06-28,Customer 25,Item 30,3072.76,EUR,Invoice,PayPal,Paid
284f9091-038f-42e2-b9ef-0fd1e742abc8,2023-03-18,Customer 19,Item 49,3365.26,GBP,Refund,Check,Refunded
1803dbb8-dea5-419b-9343-e11d08443c33,2023-02-21,Customer 21,Item 44,4677.85,USD,Invoice,Bank Transfer,Paid
c1a667f2-efda-4833-be15-01fa12b7dff2,2024-10-18,Customer 82,Item 26,1431.33,GBP,Refund,Credit Card,Refunded
07175801-9b6e-4db7-9b03-a5569134b06c,2024-07-16,Customer 37,Item 41,4611.02,AUD,Invoice,Bank Transfer,Paid
6a7b656c-6dc4-4441-a9fa-ab6c3c33a10d,2024-11-28,Customer 34,Item 39,1879.85,EUR,Credit Memo,Credit Card,Refunded
a6d0bd6c-caed-463a-8c6f-ca5fbd315e4a,2023-11-18,Customer 77,Item 12,2683.87,CAD,Invoice,Check,Paid
3275685d-e2b2-45aa-a82d-1d1704f15804,2023-02-17,Customer 18,Item 45,4192.39,CAD,Invoice,Credit Card,Paid
36ac8ef4-4e42-4fc9-8a18-8f6fa12096fa,2023-06-26,Customer 77,Item 40,1172.93,GBP,Invoice,Check,Paid
5d7baf96-8396-4e84-8c7a-e739f490191f,2023-05-25,Customer 25,Item 12,1834.96,CAD,Invoice,Credit Card,Paid
54126fbc-8224-4683-bf68-d65c7b23aa10,2023-05-20,Customer 9,Item 42,1671.49,USD,Invoice,Bank Transfer,Paid
16a1e816-f71c-4927-b469-7e7766011d96,2023-01-25,Customer 94,Item 2,3338.68,AUD,Credit Memo,PayPal,Cancelled
6b0b48e3-a813-431b-a277-37ffe155294b,2024-04-07,Customer 24,Item 23,2606.13,USD,Invoice,Check,Paid
faaeb8b9-27c6-4716-85ce-e8fad3b8b201,2024-11-25,Customer 48,Item 14,616.54,USD,Invoice,Credit Card,Paid
dddda5b7-9e46-47b6-999b-e7079b42d0f3,2023-07-26,Customer 67,Item 40,1054.45,EUR,Refund,Check,Refunded
8f1e42b4-2e65-4b75-ac9f-ef2aa03b3047,2024-08-06,Customer 60,Item 5,2934.3,AUD,Invoice,Check,Paid
ca6bae95-f000-464a-bbc6-d83aeebfe434,2023-03-03,Customer 80,Item 16,1212.89,CAD,Refund,Check,Refunded
92bcab92-88ab-49f6-8d15-8f78cd7f2f18,2024-01-16,Customer 13,Item 36,4791.55,GBP,Refund,Check,Refunded
7b8e04a2-7dbb-4385-ad9a-47281d25bdc8,2023-08-30,Customer 4,Item 4,4784.41,USD,Refund,Credit Card,Refunded
f146972a-dea7-4037-8dd4-a13cb66e0922,2023-06-05,Customer 4,Item 40,4320.2,AUD,Invoice,Bank Transfer,Paid
5cf441fa-942c-4903-82fc-a9fa7230e2ac,2023-01-12,Customer 15,Item 9,4683.19,EUR,Credit Memo,PayPal,Pending
74f01c2e-da7a-48dc-980c-dc0c5084ab74,2024-10-07,Customer 16,Item 27,2212.79,GBP,Invoice,Check,Paid
308a5347-ca77-4971-982c-58dab33a0b18,2024-05-03,Customer 56,Item 38,3448.8,AUD,Invoice,Bank Transfer,Paid
2faf82c4-9ac9-44b4-a7bd-9b8420a148ce,2024-01-10,Customer 95,Item 44,4168.42,CAD,Invoice,Check,Paid
9f55f633-0927-4509-bea2-c0d0a554ccf2,2023-02-07,Customer 83,Item 14,4054.09,CAD,Credit Memo,PayPal,Refunded
23e99544-d622-4bb5-b1cb-01a4304c6558,2024-11-23,Customer 12,Item 3,3002.77,CAD,Invoice,PayPal,Paid
44003f53-bd27-4023-91d5-cdfb36cd71d7,2024-08-08,Customer 98,Item 1,385.85,AUD,Invoice,PayPal,Paid
86c64e0d-adaa-4977-92c6-dd1819136f4a,2024-03-08,Customer 7,Item 26,2154.8,USD,Invoice,Check,Paid
e8155b65-515f-4ce6-b367-f89987e53b68,2023-11-06,Customer 7,Item 1,3415.11,GBP,Invoice,Bank Transfer,Paid
ae1fb240-23c5-4d07-bb50-498e7138e88a,2024-06-07,Customer 15,Item 14,295.25,AUD,Refund,Credit Card,Refunded
d1e899dc-2f68-4cd2-8172-f3680beacd0a,2024-05-17,Customer 78,Item 8,268.14,USD,Invoice,PayPal,Paid
f39f3d6f-4f70-4642-bb8e-1e027e50fbe9,2023-07-07,Customer 58,Item 42,452.06,CAD,Refund,Credit Card,Refunded
c5492a77-839a-4780-8fd3-aea7dceabbd1,2024-03-17,Customer 62,Item 46,3967.86,AUD,Invoice,Bank Transfer,Paid
2f61e7a4-2aa5-43db-be2e-2e3b17314ba5,2023-09-13,Customer 43,Item 17,4201.36,CAD,Refund,Credit Card,Refunded
794ef622-238d-454b-93a9-d7ca8a3e449f,2024-12-27,Customer 13,Item 26,4440.88,GBP,Refund,Bank Transfer,Refunded
bc56f0e4-7d2c-4c45-97ea-9b56e36adb82,2023-07-28,Customer 93,Item 11,2603.38,CAD,Invoice,Bank Transfer,Paid
f6995bd7-3e56-4a1d-9fdf-c046819c3203,2023-08-01,Customer 93,Item 23,2726.29,GBP,Invoice,Credit Card,Paid
2ec79926-6414-47e1-87d2-1b33da827f33,2023-04-05,Customer 97,Item 33,3041.52,EUR,Invoice,Credit Card,Paid
226bab44-fdbc-420f-85a7-676c9154f7ad,2023-06-04,Customer 41,Item 46,666.62,CAD,Refund,Credit Card,Refunded
d290af0e-38a7-4e0c-9c4e-e9e4b2eefe01,2023-11-19,Customer 98,Item 46,3654.87,EUR,Invoice,Check,Paid
6af62c82-2b57-4c05-be12-36c3e3b09ec5,2024-05-10,Customer 39,Item 44,2773.33,USD,Invoice,Bank Transfer,Paid
0534b668-cc5e-47b4-83bc-8a11c7dd8368,2024-02-06,Customer 99,Item 49,2192.3,CAD,Invoice,Check,Paid
ee84708a-e8e5-4261-bedf-5e7cd755c4ed,2023-07-23,Customer 29,Item 39,316.18,GBP,Invoice,PayPal,Paid
f0fa17b3-367d-4244-a3e9-b2a7c188659d,2023-11-19,Customer 88,Item 21,3561.34,AUD,Invoice,Bank Transfer,Paid
4b15405c-2219-4b3f-9779-d558e7aaac5d,2023-06-26,Customer 53,Item 14,1711.69,USD,Invoice,Credit Card,Paid
d40dbbc8-923e-468d-8a36-3f1eb6feaca8,2024-07-22,Customer 14,Item 9,3487.9,GBP,Invoice,PayPal,Paid
75eb4346-fa27-41d6-b625-31ba9a41e82e,2024-12-08,Customer 62,Item 15,1223.52,CAD,Refund,Bank Transfer,Refunded
48e2e9d5-4e01-4935-9711-e9655fecb742,2023-05-26,Customer 13,Item 14,4396.37,CAD,Invoice,Credit Card,Paid
a7305d39-3b2f-441f-bf47-6bb91497f6e9,2023-10-20,Customer 39,Item 34,1154.27,USD,Credit Memo,Check,Cancelled
22e13629-a012-4aa9-9f4d-321fa2a84593,2024-02-16,Customer 91,Item 29,4596.2,GBP,Invoice,Bank Transfer,Paid
e3d06a30-2bb6-4c1f-bc4b-a31fb6bb3123,2023-07-25,Customer 60,Item 3,928.57,CAD,Refund,PayPal,Refunded
4cdcd015-6811-461a-826e-66e93d46e4c0,2024-09-28,Customer 54,Item 30,1088.73,GBP,Refund,Bank Transfer,Refunded
7b431435-0bbc-4796-9cfc-2f1857dc42bf,2024-07-05,Customer 77,Item 48,1958.95,EUR,Invoice,Check,Paid
c7bdeb9c-3919-4d27-ac61-e3df301598dc,2024-09-29,Customer 79,Item 14,3471.9,USD,Invoice,Credit Card,Paid
606b43da-ae3a-4bb6-8a41-45fddae178fb,2024-09-22,Customer 68,Item 22,2934.79,CAD,Invoice,PayPal,Paid
9d8602e6-bef4-4d02-a833-78ab054ed36f,2023-12-06,Customer 26,Item 7,4673.8,EUR,Credit Memo,Check,Cancelled
b8ff7eab-af59-4b47-bdeb-3077dea7487f,2023-08-04,Customer 64,Item 11,948.41,CAD,Refund,Bank Transfer,Refunded
bcd31a72-d9c8-473d-9f8b-bd53b7c70c8b,2023-04-17,Customer 91,Item 17,4112.37,AUD,Invoice,PayPal,Paid
41f2c044-3344-430d-b4b6-2c89d2a5fb73,2023-09-09,Customer 50,Item 15,1030.77,EUR,Refund,PayPal,Refunded
bd0ce531-2c1c-41d8-a4d2-0459bf9d3a4c,2023-12-31,Customer 16,Item 38,1151.36,CAD,Invoice,PayPal,Paid
bee7c5f6-1199-4c50-adc9-b40578c53d81,2023-03-04,Customer 47,Item 19,2483.53,EUR,Invoice,Credit Card,Paid
30fbf7c5-f1d1-4b14-a680-29a4bccc11c4,2023-03-21,Customer 77,Item 24,1943.86,GBP,Invoice,Bank Transfer,Paid
e5b0fc38-8316-4465-a165-303c58bb813d,2024-07-24,Customer 2,Item 2,2659.04,CAD,Invoice,Credit Card,Paid
09842593-f0e8-40dd-a403-329f5df0bfc1,2023-11-07,Customer 15,Item 29,905.94,AUD,Invoice,Bank Transfer,Paid
9641fd59-70ab-4115-aa5b-f94ece5b5678,2023-09-18,Customer 30,Item 27,64.67,CAD,Credit Memo,PayPal,Paid
302dabef-e005-42c0-b496-d9e59019f216,2024-02-26,Customer 2,Item 46,3148.48,EUR,Credit Memo,Bank Transfer,Refunded
aa939c6e-9a51-494f-bbd4-2110c84e01ca,2024-10-09,Customer 49,Item 30,97.53,USD,Invoice,Check,Paid
99b2557c-420b-4421-a63c-2647f576453c,2023-04-19,Customer 28,Item 44,354.3,CAD,Invoice,PayPal,Paid
571778f0-0597-4c20-afbd-4095f6d00a9c,2023-12-24,Customer 74,Item 15,194.5,USD,Invoice,Credit Card,Paid
c752cd4f-6f31-4e08-9a04-6b7a5be79fff,2023-02-02,Customer 74,Item 45,2789.28,GBP,Refund,Bank Transfer,Refunded
55f953e1-e1d3-4ceb-8ab6-7c4a055b12c4,2023-09-28,Customer 9,Item 15,293.29,AUD,Credit Memo,Check,Pending
d6a660bf-2aea-42c4-bbcd-01c125d366eb,2023-04-02,Customer 20,Item 17,2187.42,CAD,Invoice,Credit Card,Paid
b782a31c-a1c1-4d42-9168-d9a957ffa2d7,2023-09-13,Customer 100,Item 20,1639.86,GBP,Invoice,Bank Transfer,Paid
e3bef678-3711-42ce-92a5-bf94c7cc1531,2024-08-20,Customer 42,Item 15,4387.66,EUR,Invoice,Check,Paid
2e6b94ac-71f0-4296-8f0d-2b6c89df46aa,2024-04-18,Customer 96,Item 5,4212.93,CAD,Invoice,Bank Transfer,Paid
b9f6e5b7-4b78-4280-8168-1f991ac48a22,2024-04-17,Customer 25,Item 46,3570.58,USD,Invoice,Bank Transfer,Paid
d6cf9e3f-85a6-4dbd-afb0-e86fe42061ae,2024-04-18,Customer 26,Item 28,2408.74,EUR,Credit Memo,Bank Transfer,Paid
ea483ea4-1dd2-49e9-896e-bbc6d4bbe8e6,2024-01-31,Customer 46,Item 11,2550.0,USD,Invoice,Check,Paid
c991f12e-75cf-46b2-bb56-08ce2a913c40,2023-04-27,Customer 82,Item 1,3646.7,EUR,Credit Memo,Bank Transfer,Refunded
8625518c-9fb7-4870-bbf6-920805d48998,2024-10-16,Customer 75,Item 38,4883.87,EUR,Invoice,Bank Transfer,Paid
c2ef9e18-05e9-4245-a6a6-d751dde0449d,2024-12-24,Customer 87,Item 18,4209.97,USD,Credit Memo,Credit Card,Pending
4b2a39de-fc86-4c1c-85fc-e8c335416743,2024-03-24,Customer 40,Item 17,1074.81,CAD,Invoice,Check,Paid
5ca3e986-714d-44ee-bcdd-0752f7a77c62,2023-09-05,Customer 61,Item 35,3037.09,CAD,Invoice,Bank Transfer,Paid
6c02d229-5454-43be-8a68-d0fb01042cb2,2024-11-04,Customer 91,Item 8,2094.99,AUD,Invoice,Bank Transfer,Paid
4793177f-a002-44ca-be92-3911ed18080b,2023-04-08,Customer 86,Item 20,3568.13,USD,Invoice,Bank Transfer,Paid
073ad724-e5e4-4ce6-97e6-17b36d58beda,2023-12-17,Customer 93,Item 19,1559.53,GBP,Invoice,Check,Paid
55a99238-40d5-4ecc-a7df-025c28e2d721,2024-05-25,Customer 40,Item 42,3218.87,GBP,Credit Memo,Bank Transfer,Paid
ca5e45d8-efae-49ff-aa59-b3e83760fa41,2024-06-12,Customer 53,Item 43,582.08,AUD,Invoice,PayPal,Paid
4c7e584f-c6dd-4e2e-b1ca-c8388776540d,2023-05-13,Customer 56,Item 10,1627.36,EUR,Refund,PayPal,Refunded
6d83251f-ebe2-44e0-9331-c85b9d635edd,2024-06-22,Customer 18,Item 15,2847.81,USD,Invoice,Bank Transfer,Paid
3f7735a3-e91e-466e-ba38-3d59f2445eb7,2024-04-27,Customer 68,Item 28,2014.47,AUD,Refund,Bank Transfer,Refunded
c641e106-1e93-4be7-88d9-af8cbebd2fe5,2024-12-16,Customer 15,Item 20,4821.62,AUD,Invoice,Credit Card,Paid
7934c2af-2659-439b-b5a9-e5562007e7e6,2024-02-14,Customer 66,Item 29,3042.27,CAD,Invoice,Bank Transfer,Paid
903c7a3b-3f41-416e-9b89-c16e12791b04,2024-08-24,Customer 44,Item 49,1399.3,CAD,Credit Memo,Credit Card,Paid
33ee1f53-a26d-4c06-a141-09e2395e4ee2,2023-07-22,Customer 20,Item 41,769.95,AUD,Refund,Bank Transfer,Refunded
6d20e8ee-aa3d-4f11-aa7f-44d14114c338,2024-08-07,Customer 68,Item 9,1531.39,GBP,Invoice,Credit Card,Paid
d6a0a70a-6db3-4223-8e40-8be7662793f7,2024-12-27,Customer 44,Item 40,3036.39,CAD,Credit Memo,PayPal,Pending
ed6dfe80-221e-46cc-93af-5ee969aa1bdc,2024-02-02,Customer 79,Item 8,3633.57,GBP,Invoice,Check,Paid
ad6331a1-0b48-49b8-b921-fd4cb4409619,2023-09-30,Customer 52,Item 11,313.26,AUD,Invoice,Bank Transfer,Paid
51c0a740-5650-443b-ae4c-22939d094347,2023-02-01,Customer 80,Item 23,1735.33,AUD,Invoice,Credit Card,Paid
75ea657b-a84e-456a-a023-8b9c67440fbb,2024-09-23,Customer 11,Item 31,2844.95,CAD,Invoice,Bank Transfer,Paid
c3f04cc2-6dbd-434d-8a04-58a4ef88095c,2024-02-17,Customer 95,Item 28,2536.66,AUD,Credit Memo,PayPal,Pending
8a2b52b9-65bd-472b-b2cc-c11285b957df,2024-06-26,Customer 31,Item 38,3596.45,USD,Invoice,Check,Paid
9baffdd6-d539-49d5-9fc9-82274d2c8f89,2023-08-10,Customer 94,Item 2,2349.06,GBP,Invoice,PayPal,Paid
160a2e9a-fa81-4327-b5e7-48bff3e0654d,2024-01-20,Customer 61,Item 39,2260.13,GBP,Invoice,Bank Transfer,Paid
f39cded5-eac9-4081-8c78-951da2fe94fd,2024-06-18,Customer 1,Item 31,1000.05,EUR,Refund,Bank Transfer,Refunded
cc808c6d-a39f-4ff0-9ec4-7b2e0dc69a56,2024-09-16,Customer 83,Item 40,3218.32,EUR,Refund,PayPal,Refunded
a285f23e-edb3-4a82-b951-84d5c46b6fae,2023-11-08,Customer 3,Item 10,4911.55,AUD,Credit Memo,PayPal,Cancelled
5c922ce2-bcc7-4d7a-b136-e8a758e24b97,2024-04-28,Customer 36,Item 19,3813.39,USD,Credit Memo,Check,Paid
93879f89-aede-4268-904e-c59544366a57,2023-04-12,Customer 69,Item 12,231.05,EUR,Invoice,Bank Transfer,Paid
382eff4a-eb9b-4498-bf14-ffcc64000dc8,2024-05-15,Customer 61,Item 19,1011.15,CAD,Refund,PayPal,Refunded
0091046c-edb1-48f8-9cf9-66fbdcf41649,2024-12-25,Customer 29,Item 41,395.74,GBP,Invoice,PayPal,Paid
53fec370-edd2-44ef-ba5c-b3b1642c51a5,2024-08-01,Customer 54,Item 21,1006.85,CAD,Credit Memo,Check,Cancelled
2c273928-d51d-481b-9509-123ab732ffa5,2024-08-01,Customer 31,Item 8,599.32,CAD,Credit Memo,Bank Transfer,Paid
25f870e6-fbff-405b-8b8f-f8119fd91b62,2024-06-28,Customer 79,Item 4,854.32,USD,Invoice,Credit Card,Paid
e4f494f8-7684-4987-afdb-f1496ea903b7,2023-02-24,Customer 10,Item 30,4704.32,USD,Invoice,Check,Paid
258c3860-c43d-4362-8610-cb08d75160d5,2023-11-13,Customer 84,Item 39,1723.86,AUD,Invoice,Bank Transfer,Paid
db9d6848-a99d-4515-8e33-7e4275b03e54,2024-12-04,Customer 84,Item 49,2905.62,EUR,Invoice,PayPal,Paid
1b3cca75-d876-4f05-a997-68eaa6090ad4,2024-08-15,Customer 96,Item 14,1347.17,AUD,Invoice,PayPal,Paid
c13d0bf1-b710-4f71-8e69-cf3b6fc0a06b,2023-10-16,Customer 86,Item 29,1034.09,CAD,Credit Memo,Bank Transfer,Refunded
95e3220e-213d-48b6-a6bf-bf91e954a842,2024-09-06,Customer 68,Item 35,925.44,CAD,Invoice,Check,Paid
4d8010db-4066-48cb-9e37-b1506cb7dbc0,2024-06-09,Customer 24,Item 17,523.39,AUD,Refund,Bank Transfer,Refunded
2d12e88c-ce8d-4ffa-ad33-5ec76007e937,2023-12-01,Customer 29,Item 46,2334.06,AUD,Invoice,Check,Paid
8ab7ed7b-fbb3-47db-8ec3-338dd00dc530,2024-01-27,Customer 64,Item 50,862.07,AUD,Invoice,Check,Paid
675d32e7-2f23-45c5-bcf8-0bafb2ae00a3,2023-09-20,Customer 48,Item 45,4746.76,CAD,Invoice,Credit Card,Paid
2fd281ad-45cd-4621-b6b0-9b8b95eba2e2,2024-01-01,Customer 38,Item 18,762.05,EUR,Invoice,Credit Card,Paid
767e0350-bfa8-406c-b960-cfd66a396a55,2024-08-26,Customer 40,Item 17,4063.72,USD,Invoice,Check,Paid
1379cb54-ff2f-45df-8392-452614667745,2024-04-22,Customer 79,Item 14,1187.83,CAD,Refund,PayPal,Refunded
b97526bc-ab6a-4744-8381-614bcb8faf8a,2024-02-09,Customer 30,Item 40,2124.24,EUR,Credit Memo,Credit Card,Cancelled
ca1509eb-58c2-4f42-9abf-10d9e935c72f,2024-09-23,Customer 10,Item 6,2508.6,AUD,Invoice,PayPal,Paid
992efcc5-e0c1-4228-83e9-0a2f72a9987f,2024-06-23,Customer 63,Item 29,1461.08,GBP,Refund,PayPal,Refunded
17e3f387-9ffb-46b1-b5bd-b83476fd65ea,2023-02-10,Customer 20,Item 50,54.37,AUD,Invoice,PayPal,Paid
97f20f89-2e7d-4f17-83c2-34ed29a52f58,2024-09-21,Customer 70,Item 4,1526.62,CAD,Credit Memo,Check,Cancelled
f3666073-f88a-452d-b3c0-aeba653a7e0d,2023-12-11,Customer 11,Item 24,2464.71,GBP,Invoice,Check,Paid
9ff90fc6-3968-4d58-a64c-59dfde44e519,2023-03-27,Customer 79,Item 49,2869.25,AUD,Invoice,PayPal,Paid
99481623-76d2-4a4e-a361-9cf29063e5ae,2023-10-06,Customer 20,Item 35,1802.23,EUR,Invoice,PayPal,Paid
4935ac5e-c78f-4275-86ac-0ced47af7b4c,2023-11-16,Customer 10,Item 30,1458.04,GBP,Invoice,Check,Paid
ea627b8c-a49c-4c3b-b217-75e43e8501fc,2023-12-11,Customer 33,Item 22,3760.41,EUR,Invoice,Check,Paid
c610fbcc-af63-4a8a-a414-20a250d9d32c,2023-06-09,Customer 25,Item 14,2055.82,EUR,Invoice,Check,Paid
6f057389-7ebf-4035-a588-0e8403734a17,2024-10-07,Customer 5,Item 42,3231.61,CAD,Credit Memo,Bank Transfer,Refunded
5715ff5b-0eb1-4915-af80-7e6f5b92dccb,2023-12-14,Customer 37,Item 19,4418.37,USD,Refund,Bank Transfer,Refunded
d7e2cfcf-386f-47e7-b2ff-b7e8dec0050f,2024-04-05,Customer 85,Item 25,2893.37,AUD,Invoice,Bank Transfer,Paid
c29f1e8f-d7f9-4ebe-bd9e-dc7ccbff35e9,2024-12-29,Customer 89,Item 22,4154.42,USD,Refund,Bank Transfer,Refunded
ec685e70-f827-4c15-bf81-49757e51264a,2023-10-08,Customer 24,Item 38,3413.5,EUR,Refund,PayPal,Refunded
18b5bfcd-28f4-44d3-988d-af8ced4950bd,2024-05-11,Customer 27,Item 22,2448.04,AUD,Invoice,PayPal,Paid
30694933-8f99-4cc1-bfd0-1144f37e04d8,2023-02-08,Customer 1,Item 19,4024.07,EUR,Refund,Credit Card,Refunded
26ced44d-a9aa-4bbe-8598-a2e79fcb1eca,2024-01-11,Customer 13,Item 14,127.84,GBP,Invoice,PayPal,Paid
277fbb93-6071-4f44-ae20-af35f1182173,2024-06-04,Customer 67,Item 8,1623.06,CAD,Invoice,Credit Card,Paid
170979bf-e8ed-46c2-a3ea-196ff07d61f1,2024-01-23,Customer 38,Item 1,4725.56,EUR,Invoice,Credit Card,Paid
f3d829a7-1449-4112-bbc1-34d9f7ea208a,2024-08-07,Customer 14,Item 28,1686.79,GBP,Invoice,PayPal,Paid
ad4a26b5-ecba-41b8-918f-748fefc87c66,2024-04-01,Customer 60,Item 49,4292.35,AUD,Invoice,PayPal,Paid
fbdc55bb-e4ad-4575-87bc-c82c3cf5f3db,2024-06-10,Customer 2,Item 22,846.66,USD,Invoice,PayPal,Paid
bbb9d93c-d9cb-43d1-bf9a-fe2743588c45,2024-06-06,Customer 81,Item 2,1073.2,USD,Credit Memo,Check,Pending
a1c37c01-58a1-47d5-81c8-b2ab58b4abdf,2024-05-21,Customer 12,Item 42,735.44,AUD,Invoice,PayPal,Paid
1fef5ef9-7439-43d8-9cbc-be2ccf4d204b,2023-03-02,Customer 47,Item 34,4112.29,USD,Credit Memo,Bank Transfer,Cancelled
83eae080-5a67-43eb-bcf1-62ddfd625234,2024-08-04,Customer 76,Item 18,4163.94,USD,Refund,Check,Refunded
708fd5d4-19b6-4725-93fe-f44fdc2886ad,2024-12-30,Customer 34,Item 12,1059.87,GBP,Invoice,PayPal,Paid
fce21ca7-1438-4600-802d-10dc7a40bccd,2023-01-26,Customer 51,Item 38,906.31,USD,Invoice,Bank Transfer,Paid
9f2fee38-e795-4807-a20b-339effcd3659,2024-07-28,Customer 41,Item 18,2188.87,CAD,Invoice,Credit Card,Paid
0ae92b9d-0f10-4b2c-8688-66093ca18bc9,2024-08-12,Customer 27,Item 17,1259.5,AUD,Invoice,Credit Card,Paid
364003cd-9ae6-4c60-87a7-1d217bbb0d69,2024-02-06,Customer 24,Item 28,290.18,EUR,Invoice,Bank Transfer,Paid
b8a72158-ddba-4ae8-8495-2f1af598f363,2023-09-30,Customer 23,Item 33,3746.16,CAD,Refund,PayPal,Refunded
0ff24372-af31-48e7-9410-d5e9807fb030,2024-02-28,Customer 65,Item 38,2210.28,EUR,Credit Memo,Credit Card,Refunded
39501f0a-b4c2-4937-a474-d900e722d332,2023-04-19,Customer 3,Item 46,3469.71,EUR,Credit Memo,Check,Cancelled
f2ca0dc7-ff10-45bf-bea4-9e4dc68bd8ab,2024-12-11,Customer 78,Item 50,4607.89,GBP,Credit Memo,PayPal,Pending
3f5f5196-921b-41f2-88d3-b9091e0d05ce,2023-03-19,Customer 92,Item 13,307.2,GBP,Credit Memo,Bank Transfer,Paid
e5e2d247-bee6-4f06-b02a-8f8e2d379993,2024-05-28,Customer 42,Item 18,1644.67,GBP,Invoice,PayPal,Paid
616bc284-7c2a-4877-afbb-7bad7b990c54,2024-08-23,Customer 84,Item 24,4181.58,USD,Invoice,Credit Card,Paid
04c5d0c4-6287-4fb2-b4e5-d8a120272c51,2023-07-05,Customer 62,Item 24,87.98,CAD,Invoice,PayPal,Paid
1d6fe6a7-c865-44de-809b-b91d8cd756ec,2024-05-10,Customer 81,Item 42,4290.93,USD,Invoice,PayPal,Paid
f5356f79-c5df-46c4-9ff2-aada2f6c9848,2023-11-22,Customer 96,Item 49,3797.0,USD,Refund,Credit Card,Refunded
