"Product ID","Product Name","Category","Brand","Unit Size","Price","Stock Quantity","Reorder Level","Location","Organic","Discount Available","Supplier","Expiration Date","Shelf Life (days)","Popularity Score","Seasonal Item","Online Availability","Weight (grams)","Dimensions (cm)","Barcode","Origin Country","Allergens","Rating","Reviews Count","Promotional Price"
628233,"Paper Towels","Pantry","BrandE","1L",44.67,342,37,"Produce Section","No","No","Supplier18","2024-01-29",160,4.51,"Yes","Yes",698,"48x34x20",143445650721,"Mexico","Dairy",4.0,329,34.09
555261,"Canned Beans","Pantry","BrandC","6-pack",10.19,168,86,"Freezer","No","Yes","Supplier5","2024-07-10",187,3.11,"Yes","Yes",4575,"24x23x15",787142006350,"India","Gluten",4.2,753,9.44
134283,"Milk","Pantry","BrandD","6-pack",28.05,204,71,"Produce Section","Yes","No","Supplier2","2024-02-07",42,4.15,"Yes","No",314,"26x45x13",770500258834,"Canada","Nuts",3.7,593,26.34
723407,"Paper Towels","Bakery","BrandA","2L",27.47,288,35,"Refrigerated","No","Yes","Supplier16","2024-06-29",202,2.62,"No","Yes",3476,"44x45x11",315601486145,"China","Nuts",4.6,314,21.1
788000,"Ice Cream","Bakery","BrandC","1L",20.48,423,15,"Aisle 3","No","Yes","Supplier17","2024-03-19",121,4.99,"No","Yes",2577,"28x49x5",440851806681,"India","Nuts",1.4,771,16.32
149213,"Croissant","Snacks","BrandE","750g",33.5,291,38,"Aisle 1","No","Yes","Supplier11","2024-12-06",242,3.86,"Yes","No",4427,"18x37x5",115661044842,"Brazil","Nuts",3.7,95,23.97
112086,"Pasta","Seafood","BrandC","12-pack",5.43,168,13,"Freezer","No","Yes","Supplier1","2024-02-02",273,3.23,"No","No",534,"19x49x5",600646542548,"Brazil","Soy",4.9,904,3.88
358770,"Milk","Frozen","BrandB","750g",14.66,116,16,"Refrigerated","No","Yes","Supplier8","2024-08-05",143,3.39,"Yes","Yes",841,"50x47x20",310117338517,"USA","Nuts",2.5,938,13.53
960025,"Pasta","Pantry","BrandE","2L",31.73,39,26,"Refrigerated","Yes","Yes","Supplier20","2024-10-06",36,4.35,"No","No",4972,"34x38x7",627385871508,"India","Gluten",3.2,722,24.73
696440,"Cheese","Produce","BrandD","500g",43.24,230,45,"Aisle 2","Yes","Yes","Supplier10","2024-07-22",112,4.47,"No","No",463,"13x14x20",282846446390,"Brazil","Gluten",2.6,594,39.67
169908,"Chips","Pantry","BrandD","12-pack",33.53,91,52,"Freezer","No","Yes","Supplier14","2024-09-26",239,3.35,"No","No",3514,"25x12x5",974964869072,"China","None",4.7,300,28.55
614851,"Chips","Household","BrandA","1kg",35.74,164,98,"Refrigerated","Yes","No","Supplier9","2024-09-23",300,4.05,"No","Yes",2439,"27x22x19",894021673240,"USA","Nuts",3.8,561,33.13
147717,"Salmon Fillet","Produce","BrandE","1L",46.7,109,93,"Aisle 3","No","Yes","Supplier1","2024-07-10",260,2.22,"No","Yes",656,"42x29x7",780434040753,"Mexico","Nuts",3.7,850,36.25
802857,"Frozen Pizza","Produce","BrandE","6-pack",25.05,358,79,"Aisle 1","Yes","Yes","Supplier8","2024-12-08",339,4.67,"Yes","Yes",4935,"31x44x10",486051576404,"USA","Nuts",1.8,99,21.49
389293,"Cookies","Dairy","BrandA","750g",46.12,41,32,"Aisle 2","No","No","Supplier17","2024-08-22",211,1.76,"Yes","No",2829,"33x34x11",728397650332,"Canada","Dairy",2.4,738,39.88
670039,"Paper Towels","Dairy","BrandA","250ml",5.45,170,16,"Aisle 3","Yes","Yes","Supplier17","2024-10-21",304,3.77,"Yes","Yes",4354,"47x32x5",140069917588,"China","Nuts",4.0,54,4.59
821205,"Milk","Produce","BrandB","2L",48.95,93,41,"Freezer","No","No","Supplier15","2024-03-06",219,4.81,"No","No",128,"21x12x5",907175228396,"USA","Gluten",2.3,145,43.03
922728,"Canned Beans","Dairy","BrandC","250ml",47.31,127,71,"Freezer","Yes","Yes","Supplier9","2024-07-29",23,1.44,"No","Yes",3814,"42x30x7",917879057362,"Canada","Soy",5.0,137,33.68
627767,"Tea","Household","BrandC","500g",21.46,129,11,"Aisle 1","Yes","No","Supplier18","2024-01-23",56,1.52,"No","No",3380,"25x41x10",806745255272,"China","Soy",2.2,593,17.3
860530,"Chips","Dairy","BrandB","6-pack",19.91,336,19,"Refrigerated","No","Yes","Supplier18","2024-11-20",262,4.34,"Yes","No",950,"26x41x13",905692962755,"Brazil","Nuts",3.2,938,16.42
753710,"Cookies","Snacks","BrandD","1L",32.39,407,29,"Produce Section","Yes","Yes","Supplier1","2024-04-08",210,2.81,"Yes","No",2820,"30x17x12",370077860368,"Mexico","Dairy",3.9,598,25.53
759447,"Milk","Snacks","BrandE","2L",22.97,183,93,"Freezer","Yes","No","Supplier19","2024-03-22",272,1.71,"Yes","No",4870,"41x49x15",795296414782,"Canada","Gluten",1.3,875,21.71
645959,"Apples","Dairy","BrandB","12-pack",17.99,201,74,"Aisle 2","Yes","Yes","Supplier10","2024-04-26",277,4.85,"Yes","No",1996,"36x41x5",267358586773,"Canada","Nuts",2.8,247,14.07
528224,"Apples","Dairy","BrandC","1kg",15.2,369,32,"Aisle 1","Yes","Yes","Supplier16","2024-10-04",323,3.77,"Yes","Yes",881,"38x34x6",786543292406,"India","Dairy",4.7,727,13.9
861981,"Laundry Detergent","Household","BrandA","6-pack",34.22,414,35,"Freezer","No","Yes","Supplier20","2024-01-27",309,4.3,"Yes","Yes",2459,"11x34x8",604032956682,"Brazil","None",1.4,886,25.21
799818,"Salmon Fillet","Meat","BrandC","250ml",46.39,87,15,"Freezer","No","Yes","Supplier8","2024-12-20",81,3.49,"Yes","Yes",2576,"25x17x18",113775880019,"Brazil","Dairy",4.1,214,35.64
728593,"Cookies","Seafood","BrandB","750g",7.3,482,96,"Freezer","Yes","Yes","Supplier6","2024-04-14",54,1.44,"Yes","Yes",4984,"23x28x11",825357639419,"India","Gluten",3.0,46,5.3
812327,"Bread","Bakery","BrandB","750g",49.85,92,13,"Aisle 1","No","Yes","Supplier13","2024-04-25",213,3.27,"No","Yes",1188,"29x40x18",471857887459,"Mexico","Soy",3.1,550,44.05
368687,"Chips","Frozen","BrandB","250ml",37.59,222,24,"Freezer","Yes","No","Supplier9","2024-02-28",51,3.2,"Yes","No",766,"47x45x8",894354189153,"India","Dairy",4.6,594,27.82
572081,"Apples","Meat","BrandE","12-pack",10.95,429,85,"Aisle 2","Yes","Yes","Supplier18","2024-05-08",287,2.15,"No","No",3045,"15x31x8",679371226301,"Canada","Dairy",4.5,909,9.07
927621,"Cola","Produce","BrandC","1kg",47.52,369,68,"Freezer","Yes","No","Supplier14","2024-12-08",225,3.32,"Yes","No",1820,"36x39x20",669312460824,"Mexico","Nuts",2.9,195,43.14
535653,"Canned Beans","Produce","BrandA","1L",43.59,204,56,"Produce Section","Yes","Yes","Supplier18","2024-03-12",174,4.85,"No","Yes",977,"42x41x6",941669616981,"USA","Dairy",4.0,496,41.38
420799,"Shrimp","Dairy","BrandE","12-pack",2.02,243,62,"Produce Section","Yes","No","Supplier9","2024-03-06",73,2.01,"No","Yes",140,"48x37x7",149711702545,"Canada","Nuts",3.7,171,1.56
377810,"Frozen Pizza","Frozen","BrandA","12-pack",27.01,425,83,"Freezer","No","Yes","Supplier5","2024-05-01",36,3.76,"No","Yes",4763,"19x39x8",225511595070,"China","None",2.9,7,19.66
469312,"Chicken Breast","Meat","BrandB","250ml",13.46,322,34,"Refrigerated","No","Yes","Supplier9","2024-07-29",152,1.81,"Yes","No",961,"36x29x13",408943634049,"India","Gluten",3.3,899,9.54
417547,"Canned Beans","Meat","BrandC","250ml",19.87,395,14,"Aisle 2","No","No","Supplier15","2024-02-22",9,1.34,"Yes","No",569,"24x42x12",184247801925,"Canada","Soy",4.7,957,17.62
214323,"Apples","Dairy","BrandB","500g",45.26,14,54,"Aisle 1","Yes","No","Supplier5","2024-07-03",103,1.63,"Yes","No",3132,"32x30x12",398030406222,"Brazil","Dairy",2.9,42,33.56
749030,"Cola","Pantry","BrandA","500g",39.36,123,72,"Refrigerated","Yes","No","Supplier9","2024-09-28",166,4.4,"Yes","Yes",2076,"36x10x11",419171860374,"Brazil","Dairy",2.5,437,32.11
191373,"Ground Beef","Dairy","BrandE","250ml",23.65,479,55,"Aisle 2","Yes","Yes","Supplier11","2024-11-19",249,2.84,"Yes","Yes",1948,"14x30x7",800570748863,"Brazil","Nuts",1.3,72,17.42
367966,"Ground Beef","Seafood","BrandA","1kg",26.81,492,99,"Freezer","No","Yes","Supplier5","2024-12-06",281,1.29,"Yes","Yes",4102,"41x50x20",629224776923,"Canada","Gluten",1.6,623,24.9
892004,"Cola","Seafood","BrandA","1L",4.18,4,87,"Refrigerated","Yes","No","Supplier3","2024-02-04",286,4.07,"Yes","No",4606,"47x40x6",481736640288,"Canada","None",3.3,252,3.67
842463,"Ice Cream","Seafood","BrandB","500g",27.48,274,15,"Aisle 3","Yes","Yes","Supplier4","2024-05-03",238,1.18,"Yes","No",1882,"50x41x11",772496986840,"Canada","Nuts",2.6,106,19.88
568946,"Milk","Seafood","BrandC","1L",41.92,306,75,"Aisle 2","No","No","Supplier13","2024-05-27",336,3.25,"No","Yes",1298,"20x32x6",460672482602,"China","None",3.3,890,35.2
556759,"Chips","Bakery","BrandA","250ml",7.48,480,75,"Refrigerated","No","Yes","Supplier15","2024-05-08",111,3.51,"No","No",671,"24x41x18",419607907452,"Canada","Soy",3.9,613,6.45
704748,"Salmon Fillet","Snacks","BrandB","250ml",2.54,301,56,"Produce Section","No","No","Supplier18","2024-12-03",338,2.18,"Yes","Yes",479,"34x47x5",902193354590,"Mexico","Nuts",1.8,480,2.4
103427,"Ground Beef","Household","BrandA","500g",21.51,146,56,"Aisle 2","No","No","Supplier14","2024-05-10",337,4.71,"No","Yes",3158,"47x11x17",386205225035,"Canada","None",4.2,947,16.87
486605,"Ground Beef","Snacks","BrandE","250ml",33.24,454,80,"Aisle 2","Yes","Yes","Supplier15","2024-03-08",147,3.84,"No","Yes",2885,"22x14x5",507504571768,"Canada","Nuts",3.4,574,23.42
948646,"Chips","Frozen","BrandD","250ml",5.96,196,75,"Freezer","Yes","No","Supplier5","2024-01-16",152,2.41,"Yes","No",3024,"48x41x13",621044901063,"China","Dairy",3.4,666,4.63
991852,"Cola","Household","BrandD","250ml",49.37,481,46,"Aisle 3","No","Yes","Supplier20","2024-07-19",331,3.05,"Yes","Yes",543,"13x41x7",292663228494,"India","Nuts",4.4,538,43.79
679076,"Carrots","Seafood","BrandA","6-pack",45.96,140,15,"Aisle 2","Yes","Yes","Supplier3","2024-05-17",275,3.5,"No","Yes",4380,"23x20x10",388829574199,"Canada","Dairy",4.4,753,41.2
119685,"Cheese","Snacks","BrandD","1L",49.7,312,42,"Aisle 3","Yes","No","Supplier2","2024-07-03",169,4.37,"Yes","No",1456,"30x49x15",898927003770,"India","Soy",4.0,948,43.27
895236,"Croissant","Seafood","BrandA","1L",34.35,490,58,"Refrigerated","No","No","Supplier16","2024-02-17",19,3.57,"Yes","No",2985,"21x32x14",283594330412,"China","Nuts",4.2,192,31.89
429345,"Paper Towels","Bakery","BrandC","750g",9.7,387,56,"Produce Section","No","No","Supplier9","2024-04-11",345,3.29,"Yes","Yes",997,"39x17x14",286490932862,"Brazil","None",2.6,10,6.92
708684,"Tea","Bakery","BrandA","750g",27.51,117,19,"Refrigerated","Yes","No","Supplier11","2024-11-22",91,3.34,"No","No",629,"43x46x10",133496146314,"Brazil","Nuts",4.8,94,22.74
773180,"Carrots","Frozen","BrandC","1kg",16.93,485,55,"Aisle 2","Yes","No","Supplier5","2024-02-12",352,4.17,"No","No",3561,"32x15x5",874822493568,"China","Dairy",3.9,105,12.48
140225,"Paper Towels","Seafood","BrandA","500g",45.51,265,13,"Aisle 3","Yes","No","Supplier10","2024-02-05",177,2.05,"No","Yes",4824,"16x34x5",593978539354,"Canada","Gluten",4.3,841,37.8
889719,"Chicken Breast","Seafood","BrandE","2L",41.8,352,17,"Freezer","Yes","No","Supplier7","2024-10-01",292,1.58,"Yes","No",2391,"25x34x7",801780831494,"USA","None",4.0,517,37.93
426083,"Ground Beef","Seafood","BrandA","750g",28.23,40,84,"Aisle 2","No","No","Supplier3","2024-09-20",80,1.84,"No","No",4350,"31x20x15",776452217096,"Canada","Nuts",4.1,431,21.6
734701,"Frozen Pizza","Household","BrandD","750g",38.34,105,58,"Freezer","No","No","Supplier2","2024-01-28",21,4.72,"No","Yes",1965,"25x48x9",999168190745,"India","Nuts",3.6,935,30.36
405336,"Chicken Breast","Snacks","BrandA","750g",29.12,138,90,"Aisle 3","Yes","No","Supplier16","2024-08-01",25,4.44,"No","No",1828,"14x37x14",689416268463,"India","Nuts",2.8,719,23.09
777785,"Cola","Pantry","BrandE","1L",11.62,295,59,"Freezer","No","No","Supplier6","2024-11-27",17,3.2,"Yes","Yes",364,"32x27x20",514457664063,"India","Soy",3.9,630,9.61
247796,"Paper Towels","Dairy","BrandE","1L",16.31,423,100,"Aisle 1","No","Yes","Supplier17","2024-09-29",12,1.69,"Yes","No",4677,"47x27x16",740439113454,"USA","Nuts",3.6,191,12.66
946181,"Shrimp","Meat","BrandC","250ml",35.14,491,55,"Refrigerated","No","No","Supplier5","2024-05-16",227,1.95,"No","No",2194,"25x49x7",757689282009,"USA","None",4.6,471,29.08
424479,"Salmon Fillet","Frozen","BrandA","12-pack",3.5,372,39,"Aisle 3","Yes","No","Supplier5","2024-08-11",352,3.08,"No","No",325,"48x16x14",848049821370,"China","Soy",1.8,231,2.92
696294,"Croissant","Snacks","BrandE","500g",30.55,352,91,"Produce Section","No","Yes","Supplier17","2024-06-13",265,1.8,"Yes","Yes",672,"29x43x14",424296925481,"Brazil","Dairy",2.9,274,26.66
600110,"Chips","Pantry","BrandA","1L",47.4,105,47,"Produce Section","Yes","No","Supplier11","2024-11-29",192,2.66,"Yes","Yes",2951,"17x44x12",374061460964,"Canada","Soy",3.9,616,44.57
590221,"Croissant","Bakery","BrandD","750g",38.64,466,77,"Aisle 1","No","No","Supplier20","2024-12-09",308,4.41,"Yes","No",3131,"48x20x8",279326653268,"USA","Gluten",2.7,747,34.14
397180,"Paper Towels","Frozen","BrandC","500g",46.69,60,58,"Aisle 1","Yes","Yes","Supplier18","2024-12-11",14,2.92,"Yes","Yes",4593,"47x22x12",201176323137,"Canada","Soy",1.7,534,43.98
977397,"Pasta","Frozen","BrandB","1L",48.07,446,72,"Freezer","No","No","Supplier10","2024-06-13",307,3.73,"Yes","No",2783,"28x26x5",491926677130,"Canada","None",2.2,291,38.16
414934,"Salmon Fillet","Dairy","BrandC","6-pack",37.93,89,95,"Produce Section","Yes","No","Supplier20","2024-01-18",171,4.64,"No","Yes",1051,"34x20x16",370676556852,"Mexico","Soy",1.9,260,33.4
192143,"Tea","Bakery","BrandA","2L",34.43,450,77,"Produce Section","Yes","Yes","Supplier11","2024-10-04",275,3.74,"Yes","No",1612,"14x38x9",158640003960,"Brazil","Soy",2.0,284,28.98
878791,"Chips","Household","BrandC","250ml",21.99,343,79,"Aisle 1","No","No","Supplier13","2024-10-03",57,1.69,"Yes","Yes",4125,"16x31x8",690706429358,"USA","None",1.0,21,16.83
938012,"Milk","Frozen","BrandA","1L",42.24,186,40,"Refrigerated","Yes","Yes","Supplier5","2024-08-27",277,3.73,"Yes","Yes",1502,"12x22x10",250783429116,"Canada","Soy",4.2,940,37.95
393520,"Canned Beans","Dairy","BrandE","1L",19.18,464,72,"Aisle 3","Yes","No","Supplier20","2024-05-11",182,4.38,"Yes","Yes",3558,"16x10x8",386469689715,"Brazil","Gluten",4.3,975,16.23
250365,"Milk","Seafood","BrandE","750g",49.25,57,14,"Aisle 1","No","Yes","Supplier16","2024-06-27",19,4.62,"Yes","Yes",1024,"48x20x6",605585027974,"China","Nuts",1.3,602,36.26
625707,"Croissant","Pantry","BrandE","6-pack",11.89,311,34,"Aisle 3","Yes","No","Supplier3","2024-06-27",219,2.31,"No","No",4789,"37x39x7",115354093068,"China","Soy",3.2,931,8.66
542859,"Milk","Bakery","BrandD","750g",4.46,476,54,"Aisle 3","Yes","No","Supplier4","2024-06-25",235,1.01,"No","No",654,"37x18x10",557914732300,"Mexico","Nuts",1.4,720,3.93
794586,"Pasta","Meat","BrandE","250ml",15.41,225,14,"Aisle 1","Yes","Yes","Supplier12","2024-01-14",121,1.28,"No","No",908,"46x48x7",471995273426,"Brazil","Gluten",3.7,949,11.63
735177,"Bread","Snacks","BrandA","1kg",46.73,121,60,"Produce Section","No","Yes","Supplier18","2024-07-20",239,1.27,"Yes","Yes",2985,"32x36x9",997395439562,"Mexico","Gluten",1.0,337,37.16
495101,"Shrimp","Seafood","BrandA","6-pack",39.63,11,96,"Aisle 1","Yes","Yes","Supplier2","2024-11-26",224,1.57,"No","Yes",1985,"28x45x10",947412467291,"Canada","Dairy",2.6,873,28.71
833349,"Cola","Pantry","BrandB","1kg",29.72,389,57,"Aisle 3","Yes","No","Supplier8","2024-12-03",254,1.86,"Yes","No",2273,"26x27x15",283989176346,"Canada","Soy",4.8,782,21.92
264189,"Carrots","Snacks","BrandE","1L",9.97,434,55,"Aisle 2","No","No","Supplier12","2024-10-12",270,4.31,"No","Yes",1644,"47x42x20",944501215935,"Brazil","Soy",2.4,179,9.11
310931,"Frozen Pizza","Pantry","BrandC","500g",14.31,361,65,"Aisle 2","Yes","No","Supplier14","2024-05-06",229,3.28,"Yes","No",151,"23x46x5",884775255687,"Canada","None",2.9,821,10.88
542729,"Laundry Detergent","Pantry","BrandA","6-pack",38.52,236,87,"Produce Section","No","Yes","Supplier18","2024-07-17",130,4.22,"Yes","Yes",1084,"41x26x13",395604867393,"China","Dairy",1.7,634,32.55
245418,"Shrimp","Produce","BrandB","6-pack",44.94,160,64,"Refrigerated","Yes","No","Supplier2","2024-09-04",326,1.24,"Yes","No",2993,"14x18x17",547035308515,"China","Gluten",2.9,935,36.52
110374,"Milk","Seafood","BrandC","1kg",38.58,417,12,"Freezer","No","No","Supplier17","2024-12-23",160,3.83,"No","No",2258,"19x32x8",335732564035,"Brazil","Gluten",2.3,803,34.85
347046,"Salmon Fillet","Beverages","BrandC","500g",15.42,446,94,"Refrigerated","No","No","Supplier2","2024-03-18",252,2.41,"Yes","Yes",505,"45x20x13",440048734794,"Mexico","Soy",2.8,561,12.76
994211,"Croissant","Snacks","BrandD","750g",2.5,120,32,"Aisle 2","Yes","No","Supplier19","2024-03-27",313,1.18,"No","No",1672,"18x39x15",293488913693,"China","Gluten",4.5,206,2.13
477007,"Salmon Fillet","Pantry","BrandB","2L",30.01,177,84,"Aisle 3","No","No","Supplier16","2024-11-27",5,4.82,"No","No",2412,"14x46x8",570913517691,"India","None",4.5,539,22.83
382780,"Carrots","Frozen","BrandB","250ml",18.37,157,41,"Freezer","Yes","No","Supplier13","2024-06-03",145,1.28,"Yes","Yes",4014,"16x20x17",958182657326,"Mexico","Soy",3.5,575,16.13
735219,"Laundry Detergent","Meat","BrandB","6-pack",37.81,284,65,"Produce Section","No","No","Supplier15","2024-12-16",126,3.51,"No","Yes",3362,"20x34x16",271608861753,"Brazil","Soy",3.5,18,33.54
948089,"Frozen Pizza","Bakery","BrandC","750g",26.53,157,71,"Refrigerated","Yes","No","Supplier10","2024-09-23",354,4.21,"No","No",609,"13x42x15",231958721979,"India","Nuts",4.5,794,19.12
398561,"Apples","Dairy","BrandA","12-pack",44.8,457,34,"Refrigerated","No","Yes","Supplier13","2024-10-25",110,2.35,"Yes","Yes",3799,"10x17x10",951835605848,"India","Nuts",2.4,341,41.73
432824,"Pasta","Beverages","BrandD","500g",27.33,497,74,"Aisle 3","No","No","Supplier15","2024-09-28",355,2.14,"No","No",3857,"37x24x14",137336510038,"India","Soy",2.8,148,20.96
142493,"Canned Beans","Frozen","BrandB","12-pack",7.12,468,78,"Refrigerated","Yes","No","Supplier7","2024-09-01",219,4.89,"No","Yes",4350,"32x36x10",543355189306,"India","Soy",2.8,157,5.41
391152,"Shrimp","Bakery","BrandD","12-pack",24.8,320,83,"Refrigerated","No","No","Supplier8","2024-04-08",24,3.49,"No","No",947,"22x10x16",978214346132,"India","None",4.1,901,19.85
310609,"Laundry Detergent","Seafood","BrandB","500g",7.83,328,81,"Refrigerated","No","Yes","Supplier8","2024-04-05",18,2.32,"Yes","Yes",4015,"24x14x19",953935520312,"Brazil","Gluten",1.0,730,7.3
433519,"Cola","Beverages","BrandD","1kg",14.33,145,96,"Aisle 3","Yes","No","Supplier7","2024-12-02",329,1.74,"No","Yes",2919,"14x39x16",334513585207,"India","None",3.7,771,10.86
171532,"Frozen Pizza","Household","BrandE","12-pack",48.25,64,38,"Refrigerated","No","Yes","Supplier20","2024-03-03",226,4.84,"No","Yes",1525,"33x32x15",211792465244,"China","Nuts",2.3,604,40.02
282010,"Apples","Household","BrandE","250ml",29.72,21,99,"Aisle 1","Yes","Yes","Supplier4","2024-11-26",98,2.44,"Yes","No",4630,"39x43x5",469320449321,"Canada","Dairy",4.9,101,22.11
612609,"Chicken Breast","Dairy","BrandE","1L",15.4,359,94,"Aisle 1","No","Yes","Supplier16","2024-07-06",286,4.27,"Yes","No",3853,"44x35x19",173269502396,"Canada","Gluten",3.6,398,13.25
555925,"Pasta","Pantry","BrandB","750g",47.18,142,56,"Freezer","No","Yes","Supplier19","2024-01-26",179,2.45,"No","No",485,"27x12x8",743658433273,"India","Dairy",4.6,688,36.88
896539,"Pasta","Seafood","BrandD","500g",22.29,187,41,"Freezer","Yes","No","Supplier3","2024-07-26",143,1.74,"No","No",956,"48x12x13",662743920036,"China","Gluten",2.0,379,17.55
833599,"Cookies","Snacks","BrandD","6-pack",30.55,459,63,"Freezer","No","Yes","Supplier20","2024-03-01",92,3.97,"No","No",4901,"46x25x15",562342678812,"Brazil","Soy",2.4,675,24.23
203303,"Cheese","Bakery","BrandE","750g",1.26,497,66,"Aisle 1","Yes","Yes","Supplier19","2024-08-03",276,1.51,"No","No",3711,"29x27x20",317487358439,"Mexico","None",2.8,877,1.18
744194,"Cheese","Meat","BrandC","2L",18.14,316,69,"Freezer","No","Yes","Supplier11","2024-10-17",68,2.63,"No","No",3306,"23x21x19",259118204113,"Mexico","Soy",3.5,803,15.85
607167,"Croissant","Produce","BrandD","500g",8.5,487,41,"Freezer","No","Yes","Supplier11","2024-05-02",302,4.1,"Yes","Yes",2427,"25x14x19",900051664615,"India","Nuts",4.0,104,6.6
608483,"Shrimp","Beverages","BrandB","6-pack",1.71,101,55,"Refrigerated","Yes","No","Supplier4","2024-05-09",244,4.03,"Yes","No",2882,"46x40x15",192826272998,"China","Dairy",2.9,69,1.44
336869,"Ice Cream","Dairy","BrandB","750g",23.54,398,45,"Produce Section","Yes","No","Supplier9","2024-06-29",44,2.48,"Yes","Yes",102,"36x29x5",162275154989,"USA","Dairy",3.3,215,19.41
148836,"Chips","Snacks","BrandC","500g",33.89,369,42,"Aisle 2","Yes","Yes","Supplier12","2024-10-09",48,4.29,"No","Yes",165,"18x23x20",122454522692,"Canada","Soy",2.7,482,28.97
297264,"Frozen Pizza","Seafood","BrandB","750g",37.16,345,81,"Produce Section","Yes","Yes","Supplier9","2024-06-11",262,4.73,"Yes","No",3928,"33x43x15",629451637906,"India","Gluten",1.7,683,31.22
944250,"Croissant","Snacks","BrandE","12-pack",13.77,296,96,"Freezer","Yes","Yes","Supplier17","2024-10-14",209,1.92,"No","Yes",2764,"21x27x10",464814712412,"China","Nuts",2.0,512,12.09
941090,"Cheese","Household","BrandD","750g",31.72,208,57,"Produce Section","No","No","Supplier15","2024-05-14",336,4.11,"No","Yes",2322,"37x15x12",847474596211,"China","Nuts",4.4,393,29.63
704632,"Cola","Beverages","BrandB","2L",2.23,42,45,"Freezer","Yes","Yes","Supplier14","2024-12-26",186,1.47,"No","Yes",1582,"25x25x10",736234670079,"India","Gluten",2.8,235,2.05
595192,"Chicken Breast","Beverages","BrandA","250ml",33.61,280,72,"Freezer","Yes","No","Supplier15","2024-11-26",36,4.0,"Yes","No",3637,"11x48x19",874514546175,"Mexico","Dairy",1.4,930,25.73
118368,"Chicken Breast","Meat","BrandE","2L",7.04,195,38,"Aisle 2","No","No","Supplier12","2024-04-18",133,3.54,"No","No",2446,"49x43x18",777136430747,"China","Soy",3.9,125,6.12
857926,"Ice Cream","Meat","BrandB","6-pack",25.74,416,25,"Freezer","No","Yes","Supplier9","2024-07-07",18,1.44,"No","Yes",4388,"33x24x15",627312094997,"Brazil","Gluten",2.7,277,18.02
100002,"Canned Beans","Dairy","BrandB","750g",20.75,200,86,"Freezer","No","Yes","Supplier3","2024-10-24",221,4.67,"Yes","No",1266,"28x43x8",638317433755,"Mexico","Nuts",2.8,403,18.2
341553,"Frozen Pizza","Beverages","BrandD","750g",6.2,268,92,"Aisle 2","Yes","Yes","Supplier2","2024-03-30",242,2.07,"No","No",2854,"39x12x6",902254718088,"India","Gluten",2.3,306,5.52
603390,"Cheese","Household","BrandE","750g",30.98,296,10,"Aisle 2","Yes","Yes","Supplier15","2024-10-01",160,2.84,"No","No",2455,"20x17x18",441261476528,"Canada","None",4.0,505,25.39
280569,"Croissant","Household","BrandA","1kg",12.34,54,29,"Refrigerated","No","Yes","Supplier13","2024-04-23",105,1.36,"Yes","Yes",1431,"36x35x20",253387946671,"Mexico","Gluten",1.1,763,8.73
441805,"Canned Beans","Produce","BrandA","500g",47.8,338,36,"Freezer","No","Yes","Supplier3","2024-01-30",340,2.14,"No","No",3109,"19x22x17",284738690285,"Mexico","Dairy",3.3,551,35.97
793499,"Cola","Snacks","BrandB","1L",45.91,477,57,"Refrigerated","Yes","Yes","Supplier10","2024-04-24",274,3.51,"Yes","No",2580,"21x39x12",884054470887,"China","None",1.1,84,37.54
531868,"Croissant","Produce","BrandB","750g",6.61,283,93,"Produce Section","No","No","Supplier13","2024-09-30",118,3.92,"No","No",3280,"25x50x15",319562398204,"Mexico","Dairy",1.2,875,5.12
605384,"Milk","Beverages","BrandB","6-pack",14.25,341,94,"Refrigerated","No","No","Supplier5","2024-04-19",225,1.17,"Yes","No",3390,"50x14x12",264553369023,"Canada","None",1.5,256,12.43
432972,"Milk","Beverages","BrandE","750g",24.58,8,45,"Produce Section","No","Yes","Supplier5","2024-05-02",217,3.4,"No","Yes",2105,"50x34x15",987285166952,"USA","Soy",1.0,877,21.26
293511,"Cheese","Bakery","BrandC","6-pack",29.76,168,98,"Produce Section","No","No","Supplier2","2024-05-26",216,3.72,"Yes","Yes",2143,"44x50x16",547589153494,"USA","Nuts",3.9,384,26.81
292078,"Canned Beans","Beverages","BrandA","12-pack",44.64,119,89,"Produce Section","No","Yes","Supplier2","2024-10-29",327,4.58,"Yes","No",1239,"18x47x9",696530791972,"China","Nuts",1.1,195,33.84
658641,"Tea","Pantry","BrandC","12-pack",1.15,252,64,"Refrigerated","No","No","Supplier3","2024-04-04",146,4.03,"Yes","No",2872,"32x27x7",211778968919,"China","Dairy",3.2,529,0.81
546013,"Cheese","Frozen","BrandE","250ml",20.72,451,92,"Produce Section","No","Yes","Supplier4","2024-05-15",9,4.7,"Yes","Yes",1005,"34x39x10",877589016675,"India","Nuts",4.4,455,18.27
480022,"Apples","Snacks","BrandA","500g",13.33,311,69,"Produce Section","No","Yes","Supplier14","2024-08-18",158,4.68,"No","No",4572,"10x39x8",583224240522,"Brazil","Nuts",1.9,429,12.13
191654,"Carrots","Snacks","BrandC","1L",29.77,453,87,"Aisle 2","No","No","Supplier20","2024-09-12",12,4.21,"No","No",177,"35x15x9",785419424292,"Brazil","Soy",4.0,966,23.17
501702,"Ice Cream","Produce","BrandE","750g",40.35,180,53,"Refrigerated","Yes","Yes","Supplier12","2024-02-18",114,2.7,"No","No",4663,"35x20x6",405243625950,"USA","Soy",2.9,133,33.42
