Order Date,Order ID,Product ID,Product Name,Customer ID,Order Value,Quantity,Shipping Method,Order Status
11-02-2024,ORD14551,P1002,Laptop,CUST5032,1485.11,5,Overnight,Delivered
05/24/2020,ORD81904,P1010,Mechanical Keyboard,CUST2690,1531.57,3,Overnight,Cancelled
03/14/2023,ORD94669,P1008,Bluetooth Speaker,CUST6436,1840.08,4,Standard,Pending
11-20-2024,ORD17093,P1004,Smartwatch,CUST3896,231.5,3,Expedited,Pending
12/27/2023,ORD64970,P1007,4K TV,CUST4610,1669.16,3,Standard,Pending
08-02-2022,ORD40406,P1003,Tablet,CUST7249,1630.3,5,Expedited,Delivered
2020-04-01,ORD27085,P1005,Wireless Earbuds,CUST5754,945.57,2,Standard,Pending
11-05-2020,ORD83271,P1008,Bluetooth Speaker,CUST7207,1732.88,5,Expedited,Delivered
2023-05-14,ORD66574,P1008,Bluetooth Speaker,CUST3139,1597.92,1,Standard,Cancelled
11-21-2020,ORD82505,P1004,Smartwatch,CUST7087,160.72,2,Standard,Cancelled
2025-06-02,ORD85221,P1007,4K TV,CUST1745,261.45,4,Expedited,Delivered
2020-08-19,ORD73320,P1004,Smartwatch,CUST1983,1418.15,1,Standard,Pending
11/06/2024,ORD94823,P1006,Gaming Console,CUST5512,889.5,5,Overnight,Pending
11/09/2024,ORD99960,P1009,External Hard Drive,CUST5076,981.02,4,Expedited,Cancelled
05-29-2023,ORD59640,P1003,Tablet,CUST5657,815.54,2,Expedited,Cancelled
07-18-2021,ORD87564,P1007,4K TV,CUST6038,141.1,1,Overnight,Pending
10-13-2025,ORD55322,P1003,Tablet,CUST8802,92.81,3,Standard,Cancelled
08-02-2024,ORD72870,P1006,Gaming Console,CUST1759,54.27,4,Overnight,Delivered
2024-12-18,ORD91156,P1009,External Hard Drive,CUST3511,1499.97,4,Standard,Pending
2022-04-07,ORD46845,P1003,Tablet,CUST4900,1022.87,3,Overnight,Shipped
02/18/2020,ORD87489,P1008,Bluetooth Speaker,CUST8260,1636.68,2,Standard,Shipped
2022-12-21,ORD99916,P1009,External Hard Drive,CUST3526,470.73,3,Overnight,Pending
02/20/2021,ORD31993,P1003,Tablet,CUST6835,1509.08,3,Standard,Shipped
2020-10-29,ORD28584,P1006,Gaming Console,CUST4570,1535.54,1,Overnight,Delivered
2025-12-21,ORD48841,P1006,Gaming Console,CUST1169,1819.92,2,Standard,Delivered
01/12/2021,ORD36718,P1006,Gaming Console,CUST2034,1212.08,1,Overnight,Shipped
10-01-2022,ORD23022,P1003,Tablet,CUST3319,1742.28,3,Expedited,Cancelled
06-09-2024,ORD35451,P1001,Smartphone,CUST9751,1921.21,5,Expedited,Shipped
06/14/2025,ORD41469,P1010,Mechanical Keyboard,CUST7816,325.96,5,Overnight,Pending
07-30-2025,ORD85419,P1004,Smartwatch,CUST8260,1083.45,3,Overnight,Pending
08/08/2020,ORD78245,P1008,Bluetooth Speaker,CUST6818,129.31,1,Standard,Shipped
2025-04-05,ORD37161,P1010,Mechanical Keyboard,CUST6818,1900.89,5,Overnight,Pending
2024-05-05,ORD61721,P1006,Gaming Console,CUST1602,86.6,4,Expedited,Cancelled
2025-05-18,ORD19253,P1002,Laptop,CUST3623,1584.78,1,Expedited,Cancelled
09/28/2020,ORD63493,P1002,Laptop,CUST4283,278.12,3,Standard,Shipped
09/01/2020,ORD82689,P1005,Wireless Earbuds,CUST7249,533.1,4,Standard,Delivered
12-11-2021,ORD13680,P1007,4K TV,CUST2486,428.89,5,Standard,Delivered
2024-07-07,ORD81826,P1008,Bluetooth Speaker,CUST8571,956.98,4,Expedited,Delivered
2021-04-23,ORD63607,P1001,Smartphone,CUST6621,603.8,1,Overnight,Cancelled
02/11/2024,ORD64212,P1003,Tablet,CUST6933,1638.44,2,Expedited,Delivered
09-12-2025,ORD60393,P1006,Gaming Console,CUST7987,1248.49,5,Expedited,Shipped
06/20/2024,ORD58962,P1005,Wireless Earbuds,CUST1950,1438.58,1,Expedited,Shipped
05-04-2020,ORD19342,P1002,Laptop,CUST5032,1827.38,2,Standard,Delivered
2023-06-09,ORD58447,P1008,Bluetooth Speaker,CUST5043,989.07,5,Overnight,Shipped
2024-12-02,ORD71157,P1007,4K TV,CUST7136,1063.69,2,Expedited,Pending
2021-11-25,ORD60295,P1005,Wireless Earbuds,CUST7548,766.78,1,Standard,Pending
2025-09-16,ORD73143,P1002,Laptop,CUST2761,129.32,2,Overnight,Cancelled
12-10-2023,ORD85446,P1002,Laptop,CUST7078,129.61,2,Expedited,Pending
09/30/2020,ORD59911,P1010,Mechanical Keyboard,CUST8653,1849.67,4,Expedited,Cancelled
04-06-2021,ORD70533,P1008,Bluetooth Speaker,CUST8431,1201.46,2,Overnight,Delivered
12-18-2023,ORD20551,P1006,Gaming Console,CUST2163,1371.83,3,Standard,Delivered
10-11-2020,ORD99907,P1010,Mechanical Keyboard,CUST1871,1808.37,1,Expedited,Pending
09/08/2020,ORD15772,P1005,Wireless Earbuds,CUST4552,1044.68,1,Expedited,Shipped
04-29-2023,ORD95934,P1009,External Hard Drive,CUST7656,1281.14,1,Standard,Delivered
04/30/2025,ORD37210,P1006,Gaming Console,CUST7408,1220.61,1,Overnight,Shipped
02-11-2023,ORD51787,P1004,Smartwatch,CUST7838,131.35,1,Expedited,Pending
2021-01-20,ORD12050,P1002,Laptop,CUST7850,930.22,4,Expedited,Shipped
2025-08-13,ORD56407,P1001,Smartphone,CUST3731,856.13,4,Overnight,Pending
07-25-2022,ORD31653,P1001,Smartphone,CUST8495,87.19,1,Standard,Delivered
12/07/2025,ORD23532,P1010,Mechanical Keyboard,CUST2645,124.72,5,Overnight,Cancelled
01/03/2021,ORD69244,P1009,External Hard Drive,CUST5448,1836.67,3,Expedited,Pending
2023-05-13,ORD99589,P1001,Smartphone,CUST7632,1398.75,1,Expedited,Shipped
10/06/2022,ORD82992,P1001,Smartphone,CUST8368,770.37,4,Expedited,Delivered
2022-12-25,ORD64164,P1001,Smartphone,CUST4522,667.52,1,Expedited,Shipped
07/21/2024,ORD18635,P1006,Gaming Console,CUST8540,1902.19,2,Expedited,Shipped
09/28/2021,ORD69804,P1004,Smartwatch,CUST6259,1178.06,1,Standard,Pending
01-11-2024,ORD38819,P1007,4K TV,CUST6688,1892.7,4,Standard,Cancelled
05-10-2024,ORD73773,P1010,Mechanical Keyboard,CUST5184,1831.46,5,Standard,Delivered
01-25-2020,ORD59230,P1003,Tablet,CUST6384,1850.56,1,Standard,Delivered
2024-03-08,ORD51550,P1001,Smartphone,CUST8229,1365.89,2,Expedited,Cancelled
2022-10-06,ORD89228,P1010,Mechanical Keyboard,CUST7960,443.19,3,Overnight,Shipped
12-06-2020,ORD79713,P1003,Tablet,CUST5999,675.41,3,Expedited,Cancelled
04/15/2024,ORD93818,P1010,Mechanical Keyboard,CUST8960,1786.63,2,Overnight,Shipped
2020-03-24,ORD99849,P1003,Tablet,CUST4795,78.35,4,Expedited,Pending
04/18/2021,ORD87835,P1008,Bluetooth Speaker,CUST7823,541.0,1,Standard,Cancelled
01-11-2023,ORD34505,P1009,External Hard Drive,CUST4701,1369.66,2,Expedited,Delivered
01-28-2024,ORD83236,P1004,Smartwatch,CUST3187,667.26,5,Standard,Shipped
10/31/2020,ORD49831,P1005,Wireless Earbuds,CUST9792,1274.79,1,Overnight,Pending
10-14-2020,ORD53372,P1010,Mechanical Keyboard,CUST8802,1094.8,3,Overnight,Delivered
10/26/2020,ORD37491,P1006,Gaming Console,CUST1706,1630.5,5,Overnight,Delivered
2025-11-26,ORD84490,P1003,Tablet,CUST5549,1643.85,5,Expedited,Delivered
03-04-2022,ORD55121,P1005,Wireless Earbuds,CUST3056,908.07,2,Expedited,Cancelled
10/03/2020,ORD24954,P1005,Wireless Earbuds,CUST2584,1699.28,2,Standard,Pending
06/13/2021,ORD36720,P1008,Bluetooth Speaker,CUST7656,777.74,1,Overnight,Pending
2023-05-31,ORD11646,P1006,Gaming Console,CUST5756,245.82,2,Standard,Cancelled
10-29-2021,ORD94067,P1001,Smartphone,CUST8718,568.48,4,Expedited,Pending
2020-07-25,ORD50326,P1005,Wireless Earbuds,CUST6528,722.56,4,Overnight,Delivered
03-09-2021,ORD34391,P1005,Wireless Earbuds,CUST2322,1716.63,4,Expedited,Cancelled
2024-01-23,ORD69402,P1007,4K TV,CUST9389,1748.84,1,Overnight,Shipped
07-13-2021,ORD41044,P1010,Mechanical Keyboard,CUST2322,1764.58,2,Expedited,Cancelled
2021-10-12,ORD47373,P1004,Smartwatch,CUST1296,1056.23,4,Overnight,Shipped
2024-06-21,ORD80353,P1003,Tablet,CUST1391,288.94,1,Expedited,Pending
07/08/2025,ORD94081,P1006,Gaming Console,CUST3623,1293.21,1,Expedited,Shipped
06-10-2024,ORD54869,P1003,Tablet,CUST3952,677.99,5,Overnight,Shipped
10/26/2024,ORD65506,P1003,Tablet,CUST3139,231.22,3,Overnight,Pending
05/05/2022,ORD83283,P1003,Tablet,CUST4769,817.37,4,Expedited,Delivered
2020-03-24,ORD24214,P1008,Bluetooth Speaker,CUST1931,818.01,4,Standard,Pending
11-02-2025,ORD10737,P1010,Mechanical Keyboard,CUST9232,1252.43,1,Standard,Pending
05-24-2021,ORD19468,P1008,Bluetooth Speaker,CUST6207,1270.39,1,Standard,Delivered
06/17/2020,ORD87019,P1007,4K TV,CUST5092,250.11,1,Expedited,Cancelled
2023-07-29,ORD75576,P1003,Tablet,CUST1959,1291.54,1,Expedited,Shipped
02-21-2025,ORD50153,P1002,Laptop,CUST9755,1755.29,3,Expedited,Shipped
2025-10-18,ORD52262,P1005,Wireless Earbuds,CUST6528,1034.1,4,Standard,Delivered
12-18-2022,ORD62074,P1009,External Hard Drive,CUST1983,812.82,1,Expedited,Shipped
05-13-2025,ORD25635,P1003,Tablet,CUST5045,1059.55,3,Overnight,Shipped
03-29-2025,ORD83133,P1003,Tablet,CUST1759,847.24,2,Expedited,Cancelled
05/10/2020,ORD90254,P1007,4K TV,CUST9389,311.63,2,Overnight,Shipped
05-23-2025,ORD25615,P1005,Wireless Earbuds,CUST7289,1927.47,1,Overnight,Delivered
08-29-2022,ORD70438,P1008,Bluetooth Speaker,CUST5155,1058.61,5,Standard,Shipped
2022-04-23,ORD44554,P1004,Smartwatch,CUST9602,1078.71,5,Overnight,Pending
08/29/2024,ORD55727,P1003,Tablet,CUST5577,1330.51,1,Overnight,Cancelled
02/18/2020,ORD93876,P1007,4K TV,CUST2584,752.02,5,Standard,Pending
09-15-2023,ORD84168,P1005,Wireless Earbuds,CUST3558,899.15,5,Expedited,Shipped
11/16/2022,ORD91948,P1009,External Hard Drive,CUST2434,1040.68,4,Overnight,Cancelled
2024-02-24,ORD77988,P1006,Gaming Console,CUST8876,1077.07,3,Standard,Cancelled
02-16-2025,ORD33103,P1004,Smartwatch,CUST7990,1586.7,3,Overnight,Pending
07/13/2023,ORD83849,P1008,Bluetooth Speaker,CUST3547,698.63,3,Expedited,Pending
02-06-2024,ORD96688,P1008,Bluetooth Speaker,CUST6754,1085.13,4,Expedited,Shipped
10/27/2025,ORD94846,P1005,Wireless Earbuds,CUST2486,1745.39,2,Expedited,Pending
10/19/2020,ORD49825,P1004,Smartwatch,CUST9602,649.82,2,Standard,Shipped
2024-08-29,ORD52655,P1010,Mechanical Keyboard,CUST9755,668.08,5,Overnight,Pending
10/28/2020,ORD52021,P1007,4K TV,CUST8671,940.09,5,Expedited,Pending
09-14-2025,ORD30428,P1003,Tablet,CUST5969,1862.45,2,Expedited,Delivered
2020-05-16,ORD14296,P1002,Laptop,CUST4578,1013.14,1,Expedited,Pending
2020-03-04,ORD69123,P1002,Laptop,CUST5802,1549.21,3,Overnight,Pending
07/28/2023,ORD60082,P1003,Tablet,CUST4283,1459.57,2,Standard,Shipped
07-09-2021,ORD89239,P1009,External Hard Drive,CUST2343,1489.72,5,Standard,Delivered
12/19/2020,ORD45048,P1008,Bluetooth Speaker,CUST9454,311.52,2,Standard,Cancelled
08-25-2025,ORD97283,P1009,External Hard Drive,CUST2515,168.36,5,Standard,Shipped
2024-12-02,ORD16725,P1010,Mechanical Keyboard,CUST1201,1467.48,2,Expedited,Delivered
01-27-2020,ORD48529,P1006,Gaming Console,CUST2079,664.79,3,Standard,Shipped
01-18-2023,ORD44885,P1004,Smartwatch,CUST1264,798.6,3,Overnight,Shipped
08/03/2020,ORD28509,P1007,4K TV,CUST5755,918.86,4,Expedited,Delivered
04/01/2024,ORD68803,P1010,Mechanical Keyboard,CUST4017,1465.57,5,Standard,Cancelled
06/05/2020,ORD73121,P1005,Wireless Earbuds,CUST8368,1557.64,1,Overnight,Pending
2024-03-13,ORD43305,P1010,Mechanical Keyboard,CUST7852,305.08,1,Overnight,Delivered
2025-10-04,ORD44599,P1005,Wireless Earbuds,CUST5379,89.1,1,Expedited,Shipped
07-08-2022,ORD26827,P1001,Smartphone,CUST5282,690.54,1,Expedited,Shipped
2020-10-13,ORD99040,P1008,Bluetooth Speaker,CUST2079,1188.5,2,Expedited,Shipped
10/10/2021,ORD40180,P1008,Bluetooth Speaker,CUST2347,506.85,4,Standard,Pending
08/22/2020,ORD11786,P1003,Tablet,CUST3187,1937.3,5,Overnight,Delivered
2023-07-15,ORD18582,P1004,Smartwatch,CUST9751,935.88,1,Expedited,Pending
2023-02-02,ORD40304,P1003,Tablet,CUST9274,987.53,4,Standard,Delivered
11-14-2022,ORD26680,P1006,Gaming Console,CUST1959,1530.7,5,Standard,Cancelled
10/03/2020,ORD61647,P1010,Mechanical Keyboard,CUST9602,209.71,1,Overnight,Shipped
04-08-2024,ORD66979,P1002,Laptop,CUST5206,989.05,3,Expedited,Cancelled
10/15/2024,ORD62398,P1001,Smartphone,CUST8916,150.33,3,Overnight,Pending
11/24/2020,ORD84962,P1007,4K TV,CUST1371,74.12,4,Standard,Pending
03-27-2023,ORD96358,P1010,Mechanical Keyboard,CUST2861,1826.72,2,Expedited,Cancelled
09/10/2022,ORD63505,P1005,Wireless Earbuds,CUST1447,1885.87,1,Standard,Pending
2023-03-26,ORD58096,P1006,Gaming Console,CUST8123,500.76,1,Overnight,Delivered
05-31-2020,ORD91420,P1006,Gaming Console,CUST9668,734.47,3,Overnight,Pending
2023-02-13,ORD21826,P1002,Laptop,CUST9768,1457.57,1,Standard,Pending
08/15/2024,ORD93313,P1001,Smartphone,CUST4026,1892.49,5,Standard,Pending
2024-12-21,ORD37290,P1003,Tablet,CUST4362,1403.43,3,Overnight,Delivered
06/17/2024,ORD67305,P1003,Tablet,CUST6835,739.56,4,Expedited,Pending
02/28/2020,ORD80412,P1009,External Hard Drive,CUST4578,976.78,5,Expedited,Shipped
06-03-2020,ORD81554,P1002,Laptop,CUST7850,328.94,3,Overnight,Shipped
05/23/2025,ORD92446,P1007,4K TV,CUST4026,1554.1,2,Expedited,Pending
09-19-2022,ORD92962,P1004,Smartwatch,CUST2285,157.15,2,Overnight,Pending
2025-01-07,ORD79622,P1010,Mechanical Keyboard,CUST7990,445.59,4,Standard,Cancelled
02/27/2022,ORD32155,P1002,Laptop,CUST5800,1367.46,4,Standard,Cancelled
2020-01-18,ORD88225,P1004,Smartwatch,CUST7024,422.94,5,Expedited,Delivered
2022-04-16,ORD10617,P1009,External Hard Drive,CUST6933,963.27,2,Expedited,Shipped
03/02/2024,ORD62425,P1005,Wireless Earbuds,CUST5155,836.07,1,Expedited,Cancelled
12-10-2025,ORD39221,P1004,Smartwatch,CUST8802,1485.34,4,Overnight,Delivered
07-03-2022,ORD97100,P1010,Mechanical Keyboard,CUST7289,740.84,5,Overnight,Shipped
09-04-2021,ORD84306,P1007,4K TV,CUST7960,508.02,4,Expedited,Shipped
09-05-2023,ORD49828,P1006,Gaming Console,CUST3056,234.17,3,Overnight,Delivered
2021-06-29,ORD96376,P1007,4K TV,CUST4701,1890.94,4,Overnight,Shipped
11-06-2023,ORD91865,P1003,Tablet,CUST5727,504.35,5,Expedited,Cancelled
04-29-2020,ORD75485,P1007,4K TV,CUST8741,1490.38,4,Expedited,Pending
04-05-2024,ORD42478,P1008,Bluetooth Speaker,CUST1309,1260.15,3,Expedited,Pending
2024-06-03,ORD87454,P1010,Mechanical Keyboard,CUST3275,869.9,1,Standard,Delivered
2024-05-02,ORD77816,P1008,Bluetooth Speaker,CUST4362,390.51,4,Standard,Shipped
2025-04-03,ORD10820,P1005,Wireless Earbuds,CUST5045,396.98,3,Expedited,Pending
04/17/2025,ORD92267,P1005,Wireless Earbuds,CUST5167,1644.56,4,Expedited,Cancelled
2024-01-22,ORD91827,P1003,Tablet,CUST9134,52.64,2,Overnight,Pending
08-13-2022,ORD49197,P1001,Smartphone,CUST9145,993.46,1,Expedited,Shipped
2022-01-14,ORD38576,P1003,Tablet,CUST3319,1848.58,2,Standard,Delivered
12-07-2023,ORD42022,P1006,Gaming Console,CUST5307,1155.89,2,Standard,Delivered
08-03-2025,ORD99157,P1003,Tablet,CUST2584,1853.75,4,Expedited,Delivered
2023-08-13,ORD66222,P1007,4K TV,CUST9232,736.72,3,Standard,Pending
06/17/2022,ORD72239,P1005,Wireless Earbuds,CUST2156,1696.56,2,Overnight,Cancelled
07-12-2023,ORD20778,P1010,Mechanical Keyboard,CUST8412,1088.88,3,Expedited,Pending
06/07/2021,ORD11315,P1005,Wireless Earbuds,CUST6295,1043.02,5,Overnight,Shipped
09-25-2021,ORD50275,P1001,Smartphone,CUST5077,1753.35,4,Standard,Delivered
11-30-2021,ORD32398,P1010,Mechanical Keyboard,CUST4470,99.24,1,Overnight,Shipped
02/20/2024,ORD53270,P1006,Gaming Console,CUST2515,21.99,2,Standard,Cancelled
08/10/2022,ORD18008,P1007,4K TV,CUST3923,1051.7,1,Standard,Delivered
2023-09-01,ORD65702,P1005,Wireless Earbuds,CUST4632,1786.27,2,Overnight,Cancelled
07-20-2023,ORD33244,P1001,Smartphone,CUST3723,526.81,2,Standard,Cancelled
2022-10-30,ORD63039,P1008,Bluetooth Speaker,CUST8636,1386.14,2,Standard,Pending
2025-04-02,ORD65404,P1005,Wireless Earbuds,CUST4228,1966.15,2,Overnight,Cancelled
02/13/2025,ORD20662,P1004,Smartwatch,CUST2285,193.62,5,Standard,Shipped
09/05/2021,ORD14953,P1004,Smartwatch,CUST2008,1551.25,1,Expedited,Delivered
2024-05-20,ORD83630,P1007,4K TV,CUST9602,1938.48,2,Standard,Pending
02-03-2020,ORD39157,P1001,Smartphone,CUST1897,885.41,3,Expedited,Pending
2020-04-03,ORD70670,P1001,Smartphone,CUST5608,1092.87,2,Standard,Cancelled
04-23-2023,ORD70001,P1008,Bluetooth Speaker,CUST6377,667.21,1,Standard,Cancelled
02-17-2020,ORD91742,P1001,Smartphone,CUST4900,1100.67,4,Expedited,Shipped
06/08/2024,ORD60728,P1008,Bluetooth Speaker,CUST5657,139.48,3,Overnight,Cancelled
12/20/2020,ORD52290,P1005,Wireless Earbuds,CUST5749,1556.85,5,Expedited,Shipped
06/18/2022,ORD84438,P1003,Tablet,CUST4833,330.92,1,Overnight,Shipped
10-11-2021,ORD33972,P1004,Smartwatch,CUST8418,385.1,1,Expedited,Cancelled
01-26-2024,ORD72542,P1006,Gaming Console,CUST6891,27.45,3,Overnight,Shipped
04/14/2024,ORD18693,P1004,Smartwatch,CUST9751,262.07,3,Standard,Cancelled
2023-12-12,ORD61030,P1007,4K TV,CUST1309,437.11,2,Standard,Delivered
05-11-2020,ORD22804,P1005,Wireless Earbuds,CUST6100,1354.24,2,Overnight,Shipped
05-22-2023,ORD55164,P1005,Wireless Earbuds,CUST1897,1235.31,4,Standard,Pending
07/28/2020,ORD66854,P1005,Wireless Earbuds,CUST7207,1551.38,4,Standard,Cancelled
02-28-2022,ORD62376,P1002,Laptop,CUST2998,1865.95,1,Standard,Pending
03/12/2021,ORD49415,P1004,Smartwatch,CUST6688,1016.73,1,Expedited,Pending
10/19/2022,ORD45287,P1002,Laptop,CUST2881,1876.21,1,Expedited,Shipped
05/24/2024,ORD62235,P1002,Laptop,CUST2486,244.45,5,Standard,Delivered
11-29-2024,ORD75467,P1003,Tablet,CUST6528,1919.15,2,Standard,Shipped
11/12/2020,ORD17720,P1001,Smartphone,CUST8749,195.77,2,Overnight,Delivered
01/23/2023,ORD67727,P1003,Tablet,CUST2667,332.78,5,Expedited,Cancelled
2023-01-28,ORD64560,P1008,Bluetooth Speaker,CUST4578,547.01,1,Standard,Pending
2020-10-16,ORD64308,P1004,Smartwatch,CUST3731,401.97,1,Standard,Cancelled
2024-08-10,ORD27462,P1004,Smartwatch,CUST3056,1859.45,4,Overnight,Delivered
2023-12-15,ORD21644,P1003,Tablet,CUST2034,800.44,4,Overnight,Delivered
04/29/2020,ORD10485,P1009,External Hard Drive,CUST8431,171.13,2,Standard,Delivered
07-14-2023,ORD24190,P1006,Gaming Console,CUST2339,400.23,5,Overnight,Shipped
04-11-2021,ORD48827,P1010,Mechanical Keyboard,CUST4845,32.19,5,Standard,Cancelled
07/17/2021,ORD28259,P1002,Laptop,CUST7836,770.02,3,Standard,Cancelled
11/15/2022,ORD24929,P1002,Laptop,CUST8738,688.19,5,Expedited,Delivered
2022-11-18,ORD10925,P1009,External Hard Drive,CUST2987,1176.0,1,Standard,Cancelled
2020-03-12,ORD20388,P1004,Smartwatch,CUST8327,949.64,3,Expedited,Cancelled
2024-05-03,ORD23771,P1004,Smartwatch,CUST7418,694.89,1,Overnight,Shipped
11/12/2024,ORD32524,P1009,External Hard Drive,CUST3261,465.02,1,Overnight,Shipped
2024-10-21,ORD52027,P1006,Gaming Console,CUST6278,550.79,1,Standard,Pending
09/12/2020,ORD58263,P1004,Smartwatch,CUST5577,952.5,2,Standard,Pending
03-26-2022,ORD36810,P1004,Smartwatch,CUST6855,1102.91,1,Standard,Cancelled
05/09/2023,ORD10326,P1008,Bluetooth Speaker,CUST7836,442.12,3,Standard,Delivered
2020-03-10,ORD28980,P1007,4K TV,CUST3090,1453.06,2,Standard,Delivered
2023-10-15,ORD49673,P1006,Gaming Console,CUST4769,599.69,1,Standard,Cancelled
2020-09-30,ORD54617,P1007,4K TV,CUST3298,389.64,5,Overnight,Pending
2023-02-24,ORD75540,P1006,Gaming Console,CUST3693,715.8,2,Overnight,Delivered
03/27/2024,ORD58411,P1005,Wireless Earbuds,CUST8217,548.0,5,Standard,Shipped
12-13-2020,ORD47783,P1001,Smartphone,CUST7418,1462.43,4,Standard,Shipped
12-01-2022,ORD52309,P1009,External Hard Drive,CUST5424,1627.12,4,Expedited,Cancelled
2021-02-16,ORD42156,P1006,Gaming Console,CUST9198,1136.36,4,Expedited,Shipped
07-14-2021,ORD49424,P1009,External Hard Drive,CUST7813,854.08,4,Standard,Pending
04/13/2020,ORD38417,P1010,Mechanical Keyboard,CUST4883,955.35,1,Standard,Cancelled
2025-12-30,ORD52120,P1010,Mechanical Keyboard,CUST3731,980.69,3,Overnight,Pending
2024-05-11,ORD52167,P1001,Smartphone,CUST7862,1798.5,2,Standard,Delivered
09/07/2023,ORD42237,P1002,Laptop,CUST1447,340.77,4,Overnight,Shipped
01-18-2021,ORD97974,P1009,External Hard Drive,CUST7656,1830.67,2,Expedited,Pending
2022-01-22,ORD67098,P1004,Smartwatch,CUST7862,1730.73,4,Expedited,Cancelled
12/20/2021,ORD95521,P1007,4K TV,CUST1897,650.56,2,Standard,Shipped
07/02/2024,ORD97949,P1006,Gaming Console,CUST2381,380.12,1,Overnight,Pending
05-22-2022,ORD96793,P1002,Laptop,CUST3374,557.94,5,Expedited,Shipped
2021-07-04,ORD83222,P1007,4K TV,CUST5043,150.81,1,Overnight,Shipped
07-05-2021,ORD54803,P1003,Tablet,CUST4017,960.74,2,Standard,Delivered
08-15-2022,ORD85490,P1005,Wireless Earbuds,CUST7750,1461.06,5,Standard,Cancelled
05-22-2022,ORD77929,P1004,Smartwatch,CUST6650,217.92,3,Standard,Cancelled
06/20/2022,ORD61177,P1002,Laptop,CUST3365,1319.51,3,Overnight,Delivered
04-09-2021,ORD87291,P1005,Wireless Earbuds,CUST6528,928.12,3,Standard,Delivered
03-12-2022,ORD90041,P1004,Smartwatch,CUST7044,1586.8,2,Overnight,Shipped
12-15-2025,ORD77508,P1009,External Hard Drive,CUST5309,1414.97,5,Standard,Pending
06-22-2020,ORD88656,P1008,Bluetooth Speaker,CUST8971,348.66,4,Standard,Shipped
2024-08-19,ORD70384,P1001,Smartphone,CUST6613,689.26,3,Standard,Shipped
05/02/2022,ORD55748,P1002,Laptop,CUST4484,1289.74,2,Standard,Cancelled
2024-05-07,ORD69464,P1010,Mechanical Keyboard,CUST1959,1432.32,5,Expedited,Cancelled
2022-01-22,ORD80441,P1006,Gaming Console,CUST5830,1782.01,5,Standard,Shipped
2022-10-31,ORD92549,P1001,Smartphone,CUST6498,1224.69,4,Overnight,Shipped
08-19-2021,ORD64998,P1005,Wireless Earbuds,CUST3511,1756.08,3,Overnight,Pending
2021-11-04,ORD53089,P1003,Tablet,CUST1296,1202.77,2,Standard,Delivered
08-01-2024,ORD47733,P1007,4K TV,CUST4804,429.26,2,Overnight,Delivered
11-22-2020,ORD60870,P1006,Gaming Console,CUST1845,898.07,1,Expedited,Shipped
2021-12-28,ORD96348,P1008,Bluetooth Speaker,CUST8201,1982.83,5,Overnight,Delivered
10-06-2020,ORD59762,P1006,Gaming Console,CUST4928,1277.65,4,Overnight,Pending
2020-05-13,ORD84665,P1001,Smartphone,CUST1201,826.24,1,Standard,Shipped
2024-05-20,ORD62257,P1002,Laptop,CUST9720,43.11,2,Overnight,Delivered
06-25-2021,ORD58980,P1001,Smartphone,CUST6094,1461.0,1,Expedited,Cancelled
2024-03-31,ORD33350,P1003,Tablet,CUST4578,1106.82,3,Overnight,Cancelled
12/27/2021,ORD30261,P1004,Smartwatch,CUST5616,671.73,5,Overnight,Shipped
06/30/2022,ORD68160,P1010,Mechanical Keyboard,CUST6384,292.0,2,Expedited,Delivered
12/27/2024,ORD29902,P1008,Bluetooth Speaker,CUST3892,455.16,5,Standard,Shipped
2021-11-18,ORD51373,P1009,External Hard Drive,CUST3139,345.51,1,Standard,Pending
09/21/2025,ORD34249,P1006,Gaming Console,CUST7024,1354.81,3,Standard,Pending
04-26-2021,ORD83898,P1009,External Hard Drive,CUST1548,660.44,1,Expedited,Shipped
12/18/2020,ORD24466,P1008,Bluetooth Speaker,CUST7102,1297.9,5,Expedited,Pending
08/14/2024,ORD67003,P1002,Laptop,CUST3664,1047.99,3,Expedited,Shipped
05/06/2023,ORD66913,P1007,4K TV,CUST1377,1567.4,1,Standard,Cancelled
2024-08-27,ORD95270,P1009,External Hard Drive,CUST2409,1069.81,1,Standard,Shipped
09/27/2024,ORD63145,P1001,Smartphone,CUST6118,1581.44,1,Standard,Delivered
02-07-2020,ORD18804,P1010,Mechanical Keyboard,CUST7852,1249.32,1,Standard,Pending
04/20/2025,ORD20162,P1005,Wireless Earbuds,CUST2293,1417.08,1,Standard,Delivered
10/15/2022,ORD17996,P1001,Smartphone,CUST3037,1254.8,4,Standard,Delivered
03-21-2023,ORD41464,P1002,Laptop,CUST1201,589.51,2,Standard,Cancelled
2024-07-23,ORD85459,P1007,4K TV,CUST7850,827.76,2,Overnight,Delivered
2025-04-04,ORD42384,P1007,4K TV,CUST7128,1993.33,4,Standard,Delivered
11-22-2022,ORD58849,P1003,Tablet,CUST6384,815.75,2,Expedited,Cancelled
10/09/2025,ORD18204,P1006,Gaming Console,CUST6891,934.89,3,Expedited,Cancelled
2020-02-10,ORD17399,P1006,Gaming Console,CUST5034,280.21,3,Overnight,Shipped
01-21-2024,ORD14003,P1007,4K TV,CUST8880,376.98,5,Standard,Cancelled
04/20/2022,ORD12880,P1009,External Hard Drive,CUST7418,1886.57,4,Expedited,Delivered
